review,sentiment
"Karen Carpenter's story shows a little more about the complex life of the singer Karen Carpenter. Although she fails to give precise facts, and details.<br /br />Cynthia Gibb (Karen carriers) was not a good choice. She is a good actress, but she plays a very naive and dumb Karen Carpenter type. I think the role needed a stronger character. Someone with a stronger personality.<br /br />Louise Fletcher role as Agnes Carpenter is fantastic, she does a great job as Karen's mother.<br /br /> songs, which could have been included in a soundtrack album. Unfortunately they were not, although this film was at the top of the audience in the U.S. and other countries.",positive
"""The Cell"" is an exotic masterpiece, a dizzying journey in not only the vast mind of a serial killer, but also in one of a very talented director. This is conclusive proof of what can be achieved if human beings unleash their uninhibited imagination. This is audacity at work, leaving aside thoughts to fall into formulas and clichés and creating something truly magnificent. This is the best film of the year to date. <br /br /> I have read numerous complaints about this film, anywhere in style and This film can be a milestone, a tradition in which we hope that future films will follow. ""The Cell"" just opened the door to another world of imagination. So we can close the door on her face and tell her and her director Tarsem Singh that we don't want any more? Personally, I would like more than to welcome another Tarsem movie, and I would love to see someone try to challenge it. The 1990s were full of films that tried to describe what made serial killers tick-tac; some of them worked, but most failed. But ""The Cell"" does not flame along the same path, we are given a new twist, physically transport us to the mind and present us with nothing less than a fascinating journey of the most mysterious subject we have ever studied. Down with too much scientific jargon trying to explain how Jennifer Lopez really gets into someone else's brain. Instead, she just lies on a lab table and is wrapped up in what looks really long Twizzlers and makes fun of another entity. ""The Cell"" wants to let ""see"" what it is and not ""how"" it is, and I guess that's what some people don't like. It's true, I like the explanations with my movies, but when a movie ventures into a new field you should let her do what she likes. I noticed that the film was very dark when it showed reality, perhaps to contrast the bright images when it was inside the brain of another. However, the set design was simply amazing. I wouldn’t be surprised if this film took home some Oscars in film, better costumes, better director and the like. If it depended on me, at least it would be nominated for the best image. To say, but because I cannot emphasize how fantastic I thought ""The Cell"" was. If you enter the film with a very open mind and have to take control with wonders and a feast of eyes-popping then you are assured a good time. I guess this film was just a little too much for some people, which is written as ""small"" or ""mad."" I am very much in the psychology and imagination of the human mind, so it was right in my alley. Leaving the theater, I heard a member of the audience say ""Who made that movie"" If so, I want what I was smoking.",positive
"This film tried to be too many things at once: the sharp political satire, the Hollywood blockbuster, the romantic comedy toad, the promotion of family values... the list goes on and on. It failed miserably in all of them, but there was enough interest to prevent it from shutting it down to the end. <br /br />Although I appreciate the spirit behind WAR, INC., I am depressed to see such a clumsy effort, especially when it will be taken by its objectives to reflect the lack of a serious criticism, instead of Just the poor writing, direction and production of this particular film. There is a criticism to make about the corporatization of war. But mocking it in this way diminishes the true atrocity of what is happening. It reminds me a little bit of THREE KINGS, which equally trivializes a genuine cause of concern.",negative
"This movie was so frustrating. It all seemed energetic and I was totally prepared to have a good time. At least I thought I would be able to handle it. But, I was wrong. First, the weird loop? It was like watching ""The funniest home videos in America."" The fucking parents. I hated them so much. The Latin stereotype family? I need to talk to the person responsible for this. We need to have a talk. That girl who was always hanging from someone? I just hated her and had to mention it. Now, the final It is so gloriously evil and full of evil that it is a film of its own.",negative
"The 'war movie' is a Hollywood genre that has been made and remade so many times that cliché dialogue, renewed plot and exaggerated action sequences seem inevitable for any conflict that deals with large-scale fighting. However, from time to time, a war film goes against the grain and brings a truly original and convincing story to life on the silver screen. The 'Fry Mountain' of the Civil War era, starring Jude Law, Nicole Kidman and Renée Zellweger is such a movie. Mountain"" a war movie is not entirely accurate. It is true, the film opens with a (very literally) quick and dirty battle sequence that puts ""Glory"" director Edward Zwick shame. However, ""Cold Mountain"" is not so much about the Civil War itself as about the period and the people of the time. The story focuses on the discontented Confederate Inman soldier, played by Jude Law, who dislikes the terrible war and nostalgia for the beautiful village of the Cold Mountain, North Carolina and the Ada Monroe, played by Nicole Kidman. At first glance, this configuration seems formulative, as the romantic interest at home gives the audience enough sympathy to root the tribulations of reluctant soldiers on the battlefield. In fact, the first segments of the film are relatively unimpressive and even a little intrigued.<br /br />""Fry Mountain"" soon takes a drastic turn, although, as the fearless hero Inman turns out to be a deserter (almost saving the and begins a long odyssey home. Meanwhile, back on the farm, Ada’s cultured ways prove to be of little use in the fields; soon it becomes something of a wild beast. Arriving at Ada’s rescue there is the course, ruby Thewes, hard as nails, played by Renée Zellweger, who helps Ada to rebuild the farm and, perhaps more importantly, to cope with the loneliness and isolation that the war seems to have caused Within these two scenarios, a vivid, convincing and sometimes very war-torn portrait of the south is developed.The characters with which Inman and Ada interact are surprisingly complex, enhanced by the wonderful performances of Brendan Gleeson as Ruby's late father, Ray Winstone as an impenitent ""lawman"" of the south, and Natalie Portman as a young mother deeply disturbed and isolated.All have been greatly affected and changed by ""the war of aggression of the north,"" mainly for worse. The dark and penetrating anti-war message, accentuated by an effective and chilling and beautiful takeover of Virginia and North Carolina, is communicated to the audience not so much by horrifying battle scenes as by the marked land and traumatized people who fought the war. Although the weapons and tactics of the war itself have changed a lot in the last century, their infernal effect on the earth is always relevant. The story of love between Inman and Ada is clumsily tied to the beginning and end of the film, although the inherently distant, abstract and even absurd nature of its relationship in one way fits the depressing nature of the rest of the plot.Don't be mistaken, ""Fry Mountain"" has neither the traits of a good-feeling romance nor an inspiring war drama. It is a unique vision of an era that can not only entertain, but also truly absorb the audience in the life of a people torn by war and totally desperate to get rid of its terrible repercussions altogether.",positive
"Taut and organically exciting, Edward Dmytryk's Crossfire is a distinctive thriller thriller, an unlikely ""message"" film using the look and devices of the noir cycle. <br /br />Bivouacked in Washington, DC, a company of soldiers face their anxiety by hanging out in bars.Three of them end up in a stranger's apartment where Robert Ryan, drunk and belligerent, hits his host (Sam Levene) to death because he happens to be a Jew. Mitchum, who is assigned to Ryan’s team. Suspicion falls on the second of the three (George Cooper), who has disappeared. Ryan kills the third friend (Steve Brodie) to ensure his silence before Young closes on.<br /br /> A instigated by a top script by John Paxton, Dmytryk draws precise performances from his three stars Bobs. Ryan naturally makes his prototypic White Man Angry (and to the hilt), while Mitchum plays with his characteristic alert carelessness (his role, however, is not central); Gloria Grahame gives her first full version of the intelligent and vulnerable bitch, and, like a sad sack that has slept in her life, Paul Kelly pursues us in a small, peripheral role that he makes memorable. The politically engaged Dmytryk may inevitably succumb to lecturing, but it is rather limited to Young's reminiscence of how his Irish grandfather died at the hands of the intolerant a century earlier (by the way, stretching the chronology). At least there is no attempt to give an explanation, no matter how gossipy, of why Ryan hates Jews (and mountaineers and...).[br /br /> Interestingly, Crossfire survives even the major change that has occurred to him -- the novel on which it is based (Richard Brooks' The Brick Foxhole) tried a murder that beat gays. But homosexuality in 1947 was still beyond The Pale. However, news of the Holocaust had begun to come out of Europe's ashes, so Hollywood felt emboldened to record his protest against it. Anti-Semitism (study always shivered at the possibility of offending any possible ticket buyer).But while the shift from homophobia to anti-Semitism works in general, the details don't fit so smoothly.The victim is chatting with a lone, drunk young soldier and then inviting him home seems strange, although (or especially since) there is a girlfriend in tow.The question arises whether this scenario was inadvertently kept or left as a discreet clue to the original engine. generate Ryan's murderous rage.",positive
"""Ardh Satya"" is one of the best films ever made in Indian cinema. Directed by great director Govind Nihalani, this is Hard Hitting Parallel Cinema's most successful film that also turned out to be a commercial success. Even today, Ardh Satya is an inspiration to all leading directors in India.<br /br />The film tells the real scenario of Mumbai Police of the 1970s. Unlike any police from other cities in India, Mumbai Police encompasses a different system altogether. Govind Nihalani creates a The film describes the story of Anand Velankar, a young hot-blooded policeman from a poor family. His father is a tough cop. Anand himself suffers from his father’s ideologies and incidences of his father’s atrocities on his mother. Anand’s approach to immediate action against crime is an inert desire for his own job satisfaction. The film is turned here In a plot in which Anand's constant efforts against crime are trampled on by his elders, which leads to frustrations, as he cannot achieve the satisfaction desired by work. As a result of frustrations, his anger is expressed in excessive violence in the pretrial prison rooms and bars, also make him an alcoholic.The Spirit within him is still alive, as he constantly fights against the system. He is aware of the subway system, where the police and politicians are an inert associate by far. One of the best memorable scenes is when Anand breaks into the house of Underworld gangster Rama Shetty to arrest him, followed by a short conversation that is fantastic. In many scenes, the film has moments of hair increase. The practical approach of Script is a big blow. Alcoholism, Corruption, Political Influence, Courage, Deceptions are an integral part of Mumbai These aspects are treated brilliantly. Finally, the films belong to One Man's show, Om Puri portraying Anand Velankar going through all his emotions absolutely brilliantly.",positive
"My first exposure to the Templars and not a good one. I was excited to find this title among Anchor Bay Video offers, which has brought us other cult classics like ""Spider Baby."" The print quality is excellent, but this alone cannot hide the fact that the film is deadly boring. There is an exciting opening sequence in which villagers demand a terrible revenge on the Templars (and put the whole thing in motion), but everything else in the film is slow, heavy and ultimately unsatisfactory. Adding insult to the injury: the film was folded, not subtitled, as promised in the video jacket.",negative
"One of the most significant quotes of the entire film is uttered halfway by the protagonist, the mafia intermediary Titta Di Girolamo, a physically undescribed man, middle-aged originally from Salerno, in southern Italy. When we introduced him at the beginning of the film, he has been living a non-life in an elegant but sterile hotel in the Italian-speaking canton of Switzerland for the last ten years, carrying out a business that is only gradually introduced. In the news, he threatens silently but with laughter to his coercing bank manager to want to close his account. Meanwhile, he tells us, viewers, that when you bluff, you have to bluff to the end without fear of being caught or seem ridiculous. He says: you can’t bluff for a while and Then halfway, tell the truth. Having done this - bluffed only halfway and tell the truth, and having accepted the consequences of life and ultimately love - is exactly the reason behind the beginning of the problems of Titta Di Girolamo. <br /br />This initially unfriendly character, a frowned man, taciturno, tanned on the edge of 50, a man who does not even respond in kind to waitresses and waitresses who say hello and goodbye, becomes a moment in which the viewer cares At one point in his life, Titta decides to be concerned about appearing ""ridiculous."" The first half of the film can be described as ""slow"" by some. In fact, it reveals the days and nights of Di Girolamo in that hotel at a strangely discouraged, deliberate rhythm, revealing seemingly mundane and irrelevant details. However, scenes that may have seemed unnecessary reveal how essential they are as this masterly and innovative film unfolds before your eyes. Di Girolamo - the man without imagination, identity or life, the unfriendly character that unexpectedly ends up loving and feeling when you least thought it would - is also transmitted with elegantly edited sequences and the very interesting use of music (a theme of the Scottish band Boards of Canada especially highlighted). <br /br />It was never the contrast between the way Hollywood and Italy treat the mafias more at odds than since the release of films like Le Conseguenze dell'Amore or L'Imbalsamatore. Another interesting element was the way in which the film made use of the protagonist's insomnia. Unlike The Machinist (and in a much more explicit way, the film of Al Pacino Insomnia), Le Conseguenze dell'Amore uses this condition to symbolize a deeper emotional discomfort that has been sunk so deeply into the darkness of the unconscious, it is almost impossible to point out its cause (if in fact there is one). of the legendary Anna) and the memory of Titta’s best friend, a man who has not seen in 20 years, unexpectedly provides a small window to life that Titta eventually (though tentatively at first) accepts to look again. Although he never explicitly speleced, the viewer KNOWS that to a man like Titta, accepting The Consequences of Love will have unimaginable consequences. A film without a single sex or violence scene, a film that develops in his own time and grants nothing to the The expectations of the viewer, Le Conseguenze dell'Amore is a good representative of that small, quiet and discreet Renaissance that has been taking place in Italian cinema since the decline of Cinecittà during the second half of the 70s. The world expects Italy to produce more food like Il Postino, more films of style La Vita è Bella... neglecting to explore beautiful creations such as Le Conseguenze dell'Amore, L'Imbalsamatore and others. Your loss, world.",positive
"I saw this movie not expecting much, I got it in a pack of 5 movies, all of which were pretty terrible in their way to under a five so what could I expect? and you know what was right, they were all terrible, this movie has a few (and a few are stretching it) interesting points, the occasional view of the camcorder is a good touch, the battery is very much like a drummer, i.e. fucking annoying and, well, that's really, the problem is that it's so boring, in what I can only suppose was a try to create tension, a lot of nothing happens and when it does its totally tedious (I had my thumb on the fast forward button, ready to press for most of the movie, but gave it a chance) and seriously it is the lead singer of the band that so good looking, because they don't mention half of how beautiful a hell of a lot, I thought it looked a little bit like a suecat, all this and I haven't even mentioned the killer, I won't even get into it, it's just not worth explaining. Anyway, as far as I'm concerned about this and I haven't even mentioned the killer, I'm not even going to go into it, it's just not worth explaining. Star and London are almost the only reason to see this and with the exception of London (which was actually quite fun) it wasn’t because of its acting talent, I’ve certainly seen much worse, but I’ve also seen much better. Better to avoid unless you’re bored of seeing dry paint.",negative
"I bought this movie in Blockbuster for $3.00, because it sounded interesting (a little Ranma-esque, with the idea of someone dragging around a skeleton), because there was a cute girl in a miniskirt on the back, and because there was a Restricted View sticker on it. I thought it was going to be a sweet or at least sincere story of age with a strange indie edge. I was 100% wrong. the little violence, and the closest thing to nudity (Honestly! I don't usually go around waiting!) is when the girl is in her nightgown and you see her panties (see her panties a lot in this movie, because no matter what, she's wearing a miniskirt of some kind). Even anti-religious humor is meek (and lame, caricatured, without sincerity, derivative, not original, and worst of all not fun in the least - it would be better to just listen to Ray Stevens.""Jesus would use a Rolex on his television This could hardly be qualified as PG-13 (not classified), but Blockbuster refuses to allow someone under the age of 17 to rent it--as if it were pornographic.Any young child could go in there and rent the edited version of Requiem for a dream, but they insist that Zack and Reba is worse.<br /br />It is, but not that way.<br /br />In a way, this worries me--the only thing that could offend people is the idea of suicide at first. suicides (not this one, but other better ones like The Virgin Suicides), are teenagers. If the two films were rated R purely because of the suicidal aspect, then I have little chance of turning a story that I have been writing into a PG-13 movie (the main characters are eleven and a half and twelve). Suicide is one of the three main causes of death in adolescents (I think it is number 2), so it is likely that most teenagers have been or will be affected by it.",negative
"The plot is about the death of young children. Hopper is the one who has to investigate the murders. During the film he seems to have some problems with his daughter. In the end the serial killer is captured. That’s all. But before you find out who Dunnit, you have to see a terrible performance of all the actors. It’s amazing how bad these actors are, including Hopper. I could go on like that but that much of a waste of my time. I just didn’t watch the movie. I warned you.",negative
"Have you ever seen a film that lost the plot? Well, this didn't even have one to start with.<br /br /> Where to start? Painfully tedious scenes of our heroine sitting around the house without really any sense of threat or even omen created even during seemingly constant electrical storms (which strangely never really be heard in the house-big double glazing)? The house that seems to be just a few miles from a city is still several hours away(?) or the third girl that doesn't serve for the house-big double glazing? the plot except to provide a bloody murder surprisingly fast just when the tedium becomes unbearable? Or even the beginning that suggests a lot of 20+ murders throughout the area, although it is evident that the killer will never venture away from the house? Or the bizarre ritual with salt and pepper that summarizes most of the films lack inherent direction.<br /br />Add a lead actress who can not act but is at least willing to make some completely irrelevant nude shower scenes and this video is really unpleasant, but not in the way you expect. <br /br />Given a follow-up simply for being banned in the UK in the 1980s (mostly due to a surprisingly widespread final murder) offers nothing but curious value- and a classic murder 'daft' (don't worry-your telegraphed at least ten minutes before). <br /br />After a walk through the forest our victim arrives at a fairly steep ascending slope that obviously fights up. midway they see a figure on the top dressed in black and waving a large Scythe. What do they do? Slide down and run like the rest of us? No, of course they don't- fight to the top and stand conveniently nice and upright in front of the murder weapon.<br /br />It's really just a movie as they say..",negative
"Okay, so this series kind of takes the route of 'here we go again!' Week after week the character of David Morse helps his trip which is in a bit of a pickle - but what's wrong with that!? David Morse is one of the best character actors out there, and certainly the coolest, and having him in a series created by David Koepp - a great writer - is heaven!!!<br /br />Because of the lack of love for this show by many, I can't see him going to a season series - but you never know? He did it beyond being disconcerted - let's hope that something good can do beyond a first series!!!",positive
"After sitting through this pile of dung, my husband and I wondered if it was really the product of an experiment to see if a computer program could produce a movie. It was so athletic and formulational. But the U.S. propaganda thrown into his face throughout the film shows - unfortunately - that it is the work of humans. Call me a conspiracy theorist, but quote like, ""We have to steal the Declaration of Independence to protect it"" seem like ways to justify actions like the invasion of Iraq, etc. The fact that Nicholas Cage threw up lines like, ""I would never use the Declaration of Independence as a bargaining chip"" with a straight face made me and my husband wonder if the whole cast took Valium before filming every scene. The ""reasonation"" behind every twist of the plot and new ""closure"" is really ridiculous and impossible to follow. And there is also an extra plot of misogyny, with Dr. Whatever its name was reprimanded by everyone involved for ""never shutting up."" At one point, Cage's character says, ""Don't you ever shut up?"" and the camera looks at her in pout at her hands, as if she were a child. Truly grotesque. The only benefit of this movie is that it's so amazingly bad, that you laugh at it. What's so scary is that most of the people who watch the movie with us seemed to enjoy it.",negative
"I had all the clichés of films of this type and no substance. The plot went nowhere and at the end of the film I felt like a fool to see it. The production was good; however, the script and performance were of film quality B. Casting was poor because there were good actors mixed with cromby actors. The good actors did not have their own or raised others. <br /br />This film is not worthy of more words, but I will say more to meet the minimum ten-line requirement. James Wood And Cuba Gooding, Jr. plays caricatures of themselves in other films. <br /br />If you're looking for senseless entertainment, I wouldn't recommend this movie yet.",negative
"This film is based on Han Suyin's book ""A Many Splendored Thing"" and addresses issues of race relations between Asians and whites, a theme that comes from Han's personal experiences as an Eurasian growing in China. That background, and the beautiful Hong Kong scenes, give this love story a unique and rather daring atmosphere for its time. <br /br /> Apart from that, the story is a stereotyped romance with a memorable song that may be more remembered than the film itself. Jennifer Jones looks at the role and gives a wonderful, Oscar nominated act as a mixed race doctor during the advent of communism in mainland China. William Holden never looked better playing a romantic track as a journalist covering war-torn regions in the world. The performance is first class, and chemistry between the two lovers provides some genuine moments of the silver screen affection sure to melt the hearts of those who are romantically inclined. Fifty-year-old Hong Kong, especially the top of the hill overlooking the port where the two lovers spend their most intimate moments. The end is a true teardrop. Some may consider spending sentimental romances, but, for those who enjoy classic Hollywood love stories, this is a brilliant example.",positive
"Of all the films I've seen, this, The Rage, has to be one of the worst yet. The direction, LOGIC, continuity, changes in the plot script and dialogue made me scream in pain. ""How could anyone get to something so bad?"" Gary Busey is known for his movies ""B"", but this is a safe ""W"" movie. (W=waste). <br /br /> Take for example: about two dozen FBI agents and local law surround a trailer house with a jeep Career. Inside the jeep is MA and is ""confused"" as to why all the cops are inside. Seconds a big gun battle takes place, MA being killed immediately. Cops shoot themselves in the jeep with Gary and the company shoots at them. Cops fall like dominoes and the jeep with Gary drives in circles and they are not hit by a single bullet/pellet. MA is killed and Gary seems to have not noticed-cursed that the guy is hard. Truly a miracle, not since the six-shot had 300 bullets has there been a miracle.",negative
"I had heard good things about ""States of Grace"" and came in with an open mind. I thought ""Army of God"" was fine, and I thought that maybe Dutcher had improved and matured as a filmmaker. The film began with an unstable performance, and I thought, ""Well, maybe it will get better."" Unfortunately, it never did. The photo begins with the introduction of two elders -- Mormon missionaries -- and it seems that the audience will come to know them and grow to worry about them. Instead, history degenerates into a highly degenerate. The only success of Dutcher in this film is his successful alienation from his target audience. By portraying the lives of Mormon missionaries unrealistically and inaccurately, Dutcher achieves nothing but anger at his predominantly Mormon audience. The film in no way reflects reality. Missions are nothing like what Dutcher shows (having served a Mormon mission myself I can attest to this fact) and the lives of gangs in California certainly contain much more explicit language than occasional mild vulgarity.The conclusion, which I assume I should touch the public and inspire them to believe that forgiveness is available to all, was incredible (come on, the whole mission gathers to see this old man sent home - and the mother and the girl are standing right next to Next time, Dutcher, try making a movie that someone can identify with.",negative
"This movie caught my attention. Being 29, I remember the 80s and my father working in a factory. I thought, if I also worked hard, if I had pride and I never gave up I could also have the American dream, the house, a few children, a car all to call my own. However, I have noticed, without a degree in something (as opposed to my father who left in ninth grade) and a keen sense of greed and laziness, you can't get anywhere.<br /br /> I would like to know if anyone has this movie on DVD or VHS. is made for television, and I just I saw it an't hall it anywhere! I would love to show this to my friends, my pseudo friends, family and other relatives, see what they think and remind them that once, Americans would work for the good of feeling honor and that we were proud of what we did!! I think the feeling is still there, but in a heavy downward spiral with so many things being done abroad...",positive
"As a discharge of responsibility, I have seen the film 5-6 times in the last 15 years, and I just saw the musical this week. This allowed me to judge the film without being stained by what was or was not in the musical (however, it stained me when I saw the musical :) ) <br /br />I think Michael Douglas worked quite well on that role, along with Kasey. I think his 'let me dance for you scene' is one of the best parts of the film, an addition that is worth compared to the musical. in the film they are far superior to the musical, as well as the cast that is at least 10 times larger (easier to do in the film, of course).The decorations, lighting, dance and singing are also far superior in the film, what should be expected, and in fact it was delivered. <br /br /> The songs that were in common with the musical are made better in the film, the news is quite good, and the whole film only delivers more than the musical in my opinion, especially compared to a musical that has The only bad point in the film are the obvious cuts between the actors who speak, and singers nicknamed during singing portions for some of the characters, but their dance is impeccable, and the final product was more enjoyable than the musical",positive
Protocol is an unlikely film whose only saving grace is that Goldie Hawn stars along with a good cast of supporting actors. The story revolves around a cocktail waitress who becomes famous after inadvertently saving the life of an Arab dignitary. The story goes downhill halfway through the film and Goldie’s charm simply doesn’t save this movie. Unless you’re a Goldie Hawn fan don’t get out of your way to watch this movie.,negative
"How this film could be classified as Drama, I have no idea. If I were John Voight and Mary Steenburgen, I would be trying to erase this from my CV. It was as historically accurate as Xena and Hercules. Abraham and Moses merged into Noah. Lot, Abraham’s nephew, Lot, appears thousands of years before he was born. Canaanites wandered the earth...in reality? What were the screenwriters thinking? Was it simply ignorance (""I remember something about Noah and the animals, and Lot and Canaanites and all the others""? that Sunday school things"") or were trying to offend the maximum number of people on the planet as possible - from Christians, Jews and Muslims, to historians, archaeologists, geologists, psychologists, linguists ... as a matter of fact, is anyone not offended? Anyone who had even a minimum taste would have winked at this!",negative
"The power and glory of Preston Sturgis were invisible by the public for almost twenty or thirty years until the late 1990s when he resurfaced and even appeared on television. Meanwhile he had gained in notoriety because Pauline Kael's book THE CITIZEN had suggested that Herman Mankiewicz's script - Orson Welles for KANE was based on Sturgis' script here. As mentioned in the beginning of this thread for the film on IMDb's website, Kael excelled his case. about six storytellers who take turns dealing with the life of Charles Foster Kane: the newsman (representing Ralston - the clone of Henry Luce), the memoirs of Thatcher, Bernstein, Jed Leland, Susan Alexander Kane, and Raymond the butler. Each one has his or her different inclination on Kane, reflecting his or her faith or disappointment or hatred towards man. And of course each also reveals his or her own flaws when they are telling his or her version of Kane’s story. This method also leads to frequent superpositions of the narratives of This is not the situation in POWER AND GLORY. Yes, as KANE is a legendary business leader - here is Tom Garner (Spencer Tracy), a man who rose from the bottom to be the head of the most successful rail system in the country. But there are only two narrators - they are the right hand of Garner Henry (Ralph Morgan) and his wife (Sarah Padden). This restricts the almost three-dimensional vision that we sometimes have of Kane in Garner. Henry, when he narrates, is Talking about his boss and friend, whom he respected and loved. His wife is like the voice of the skeptical audience - she sees only the flaws in Henry.<br /br />Typical example: Although he worked his way up, Tom becomes increasingly anti-labour in his later years. Unions are troublemakers, and he doesn't care to be stopped by his mischief. Henry describes Tom's confrontation with the Union in a great abandonment, and how he worried at the expense of his life at home. So we have two points of view of the man, but one is pure white and one is pure black. I’m not really hitting THE POWER AND THE GLORY for not duplicating the success of KANE (a few films do – including all the other Orson Welles movies), but I’m aware that the story is presented well enough to keep your interest to the end. And thanks to the performances of Tracy and Colleen Moore as his wife Sally, the tragedy of the couple's worldly success is completely brought home. <br /br /> When they get married, Tom wants to do well (in part) to give his wife and family the benefits he never had.But in America the big business success comes at a cost.Tom gets deeply involved with managing the railway empire (expands it and improves it constantly).But he takes it away from home too much, and loses contact with Sally.And he also realizes Eve (Helen Vinson), the youngest woman who When Sally finds out about her unfaithful behavior, she destroys her. Tom also gets a total shock (which makes him a martyr in Henry's eyes). Eva marries Tom, and presents him with a son - but turns out to be Eve's son by Tom's son, Tom Jr. (Philippo Trent). The discovery of this cuckold incestuous makes Tom shoot himself. The film is not a total success - the action sometimes jumps without conviction. Scene when Tom tells his Board of Directors about his plans to buy a small line of rival train, and discusses the use of obligations to finance the plans). Sturgis came from a rich fund, so it could bring this kind of details. So in general it is a top-notch movie. No CITIZEN KANE perhaps, but of interest to movie lovers as an attempt at corporate realism with social comments in Depression America.",positive
"Media (and surprisingly domesticated) Fulci giallo which means that it is still quite bad for normal standards, but redeemed by its solid accumulation and some pleasant touches such as an orderly turn of time on the themes of visions and clairvoyance.The known weaknesses of the genre are in full swing: banal dialogue, wooden performance, illogical plotting points.And the end goes too long, while the outcome turns out to be quite lame or I must say: thin subject. However, it's fun, the yellow tracks wherever you look.",negative
"Returning to the 36th Chamber is one of those classic Kung-Fu films that Shaw produces in the 1970s and 1980s, whose genre is equivalent to Hollywood's spaghetti westerns, and the protagonist Gordon Liu, the counterpart of Western Clint Eastwood. Digitally remastered and a new impression made for the Fantastic Film Fest, this is ""Presented in Shaw Scope"", as well as the good times.<br /br />This film is a simple story of good against evil, told in 3 acts, which roughly sums up the narrative. The workers in a tint mill in a small town are unhappy with their fate, having their salary reduced by 20% by the incoming Manchu gangsters. They cannot do much about their exploitation because none of them are martial arts capable of assuming the gangsters, and their boss. At first they had a small success in getting Liu to pretend to be a highly skilled Shaolin monk (one of the best comedy sequences), but their awakening was exposed when they pushed the limit of credibility by posing as one too many times. [br /br /> Acto Two shows the protagonist who wants to return to the mafia. However, without real martial arts, embarks on a trip to Shaolin Temple, to try to infiltrate and learn martial arts in secret. After some throbbing moments, it is finally accepted by the abbot (whom it was passed!) but is disappointed by the teaching methods - like Mr. Miyagi's style in Karate Kid, but instead of painting fences, it comes to erect itself The scaffolding around the temple. Nothing can keep a good man down, and without knowing it builds strength, resistance and learns kung-fu in the unorthodox way.The third act is where the festival of struggle begins.With cheesy sound effects, every obvious non-contact in the film receives the maximum impact treatment. But it is quite refreshing to see the fighting scenes here, with its wide-angled shots to highlight the clarity and detail between combat partners, and the use of slow motion just to show acrobatics in different angles. You can find the speed of the fights a little too slow, with a bit of pause between movements, but with Yuen Wo Ping and his style being used ad-naisem in Hollywood movies, surely they don't make fighting scenes as they used to do! Back to camera 36 gets a repeated projection on Monday, so, if you're playing for a nostalgic journey down memory lane, what are you waiting for?",positive
"*** SPOILERS*** Also in real life, as well as in cinema, the family story that happens to many young people who are put in a war zone with a gun, or rifle, in their hands. The case of young and innocent people, in never handling or firing a gun, Jimmy Davis, Franchot Tone, has been repeated thousands of times over the centuries when men, like Jimmy Davis, are forced to take up arms for their country. <br /br />Jimmy who at first wanted to be expelled from the United States army, but was encouraged to remain, for being a belt In the mouth, by his good friend Fred P. Willis, Spencer Tracy, ended up on the front lines in France. With Jimmy’s unit immobilized by a German machine-gun nest that with one hand put him out of commission collecting half a dozen German soldiers from the security of a nearby church bell tower. That’s when Jimmy shot down the last surviving German, who raised his arms in surrender, that an artillery shell hit the bell tower that seriously wounded him. Jimmy fell in love with US Army volunteer nurse Rose Duffy, Gladys George. Rose was really in love with Jimmy’s good friend the happy to go lucky Fred despite his detestable mischief towards her. It’s when Fred got lost during the fight on the Western Front that Rose, thinking he was murdered, fell in love and later married Jimmy. When Fred unexpectedly appeared in the French city where Jimmy, now fully recovered from his wounds, was destined in things got very sticky to him and Rose that he had He already accepted Jimmy's proposal to marry her!With the BWI and Jimmy Rose's marriage he left Fred, who is still in love with her, a bitter and resentful young man. It was almost by accident that Fred met Jimmy on the streets of New York City and discovered to his surprise and surprise that he changed completely from the meek and non-violent person he knew before being sent to war on the European Western Front. Smug and self-assured, and his ability to fire a gun, Jimmy had become A top-notch mobster in New York City's underworld! Not only that, but Fred later discovered that his wife Rose had no idea what Jimmy was really involved with Jimmy telling him that he works as a law-abiding and harmless insurance adjuster.Jimmy's criminal life came to the full circle when Rose, after learning about his secret life, turned him over to the police to prevent him from executing a ""Valencia Day"" like a massacre, with his gang members dressed like cops, his rival mobsters. Jimmy came to his senses and admitted his guilt willing to face the music and then, after his three-year sentence was over, he recovered his life. <br /br />*** SPOILER ALERT*** Hearing rumors from fellow convicts that Rose and her best friend Fred were having an affair behind his back Jimmy escaped from prison ending up in a fugitive from the law. It is at Fred's circus, where he works as a manger and barker, that Jimmy seeing that Rose as well as Fred were faithful to him that he, as in his trial, had But the idea of going back to prison, with at least another ten years added to his sentence, was too much for Jimmy! That’s when Jimmy decided to finish everything by leaving it to the police that by then he had located him doing the job, which he himself had no heart to do, for him!",positive
"Bela Lugosi appeared in several of these low-budget coolers for Monogram Studios in the 1940s and The Corpse Vanishes is one of the best. Bela plays a mad scientist who kidnaps young girlfriends and kills them and then extracts fluids from their bodies so that he can keep his wife aged as young. After a reporter and a doctor stay overnight at home and discover that he is responsible for the brides' death, the next morning they report these murders to the police and the mad scientist is The scientist's assistants consist of an old witch, a hunchback and a dwarf (his children), a storm and creepy passages in the house of Bela. Bela and his wife find that they sleep better in coffins than in beds in the film. Vanishes' corpse deserves a look, especially for the fans of Bela Lugosi. Great fun.",positive
